timestamp,ip_address,access_token,http_method,invoke_path,cookie,accept,content_type,x_forwarded_for,user_agent,response_code
2020-03-18 17:08:52.563162,203.193.117.32,d7f03798-1986-34fd-947e-64b208813ec4,GET,news/1/menu,JSESSIONID=rbmpgcwnu49i15q4s02hi9jydh0gj7e,application/json,application/json,203.193.117.32,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 17:08:52.602875,190.148.50.241,a7c26a90-12ee-30a1-941d-ebc67170eaa6,GET,news/1/menu,JSESSIONID=ltj0bsyw29nuuiz1p0f670e5q5o1jrn,application/json,application/json,190.148.50.241,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.624389,157.97.119.64,221fc8b9-a7cc-322c-88ac-c64d0fb2cb00,GET,news/1/menu,JSESSIONID=sac5ockd7pfqt58yyb1kymcm9uj44zw,application/json,application/json,157.97.119.64,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 17:08:52.624834,139.28.45.27,ee7916d3-887c-3a05-ba60-653b001d92cf,GET,news/1/menu,JSESSIONID=aoa2dw7bnxvx9f7hm2s9rrgjnz11cii,application/json,application/json,139.28.45.27,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 17:08:52.637333,190.212.215.129,c9a0f708-c3f5-361d-9152-eee2d09dd6b9,GET,news/1/menu,JSESSIONID=6ng9cc0qwl37k1u2zn7912brz7wu6fr,application/json,application/json,190.212.215.129,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 17:08:52.639592,94.112.37.122,42e42f74-f61c-39c2-8c0c-8d41c40226fe,GET,news/1/menu,JSESSIONID=mxd0duwszmua7dkqbns8d2qvje7a5g5,application/json,application/json,94.112.37.122,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.643181,110.5.115.32,ef99b6ff-5e9a-35fa-98f2-08b28e532696,GET,news/1/menu,JSESSIONID=vaytp59uzb90x7kreuk329jwtwxkdp7,application/json,application/json,110.5.115.32,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 17:08:52.687481,181.41.107.204,48df8048-fb2d-3e43-93d5-bf4bdab13484,GET,news/1/menu,JSESSIONID=edl0aup2sg0b5mzznb7p5ply1wk0ebt,application/json,application/json,181.41.107.204,"Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US)",200
2020-03-18 17:08:52.692882,157.97.119.64,221fc8b9-a7cc-322c-88ac-c64d0fb2cb00,GET,places/1/menu,JSESSIONID=sac5ockd7pfqt58yyb1kymcm9uj44zw,application/json,application/json,157.97.119.64,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 17:08:52.700215,41.86.27.3,17576314-3e59-38a0-aab7-c7c3bea3fa54,GET,news/1/menu,JSESSIONID=7y9taozup5veqcvjx4pf8zveeju61p4,application/json,application/json,41.86.27.3,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 17:08:52.720366,57.71.78.2,186899d3-2d44-378c-b692-cae1f298b601,GET,news/1/menu,JSESSIONID=7sz3vyffber7quci07re3phkmoszrho,application/json,application/json,57.71.78.2,"Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US)",200
2020-03-18 17:08:52.735670,94.112.37.122,42e42f74-f61c-39c2-8c0c-8d41c40226fe,GET,news/1/menu,JSESSIONID=mxd0duwszmua7dkqbns8d2qvje7a5g5,application/json,application/json,94.112.37.122,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.738753,192.88.133.194,f0dc2fce-bc90-3774-8009-8435dcf8ff68,GET,news/1/menu,JSESSIONID=5qy0tvv1wayg93ezjeo8ecua9gbaom8,application/json,application/json,192.88.133.194,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 17:08:52.755568,192.0.4.22,83b4a92f-163d-35bc-a03d-428c38ad3bf1,GET,news/1/menu,JSESSIONID=gnha92xgyra0zygz35j6jfc7alcjtwf,application/json,application/json,192.0.4.22,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 17:08:52.783937,137.63.23.95,cff7b534-3ce8-35f5-99f4-55d6c8635fae,GET,news/1/menu,JSESSIONID=1nf5x7qn8skrzirvelyzmwlhwjnvb3d,application/json,application/json,137.63.23.95,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.809735,192.88.9.171,9d5d5386-b85d-3abc-8504-4f32ba02ee5f,GET,news/1/menu,JSESSIONID=g8b4sfsbhs6kvc6wpcfu5829agx9eeg,application/json,application/json,192.88.9.171,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.810332,185.158.121.14,c6324095-e65e-3db5-bb83-efd335719a5b,GET,news/1/menu,JSESSIONID=zqbgaias3i5e29nr0s040lkt8e0tatz,application/json,application/json,185.158.121.14,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 17:08:52.812922,200.50.82.229,811f665a-41fc-3e6e-aa52-438b17260928,GET,news/1/menu,JSESSIONID=fn7bvzsjd89322b04dwk8xbq89d58rh,application/json,application/json,200.50.82.229,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 17:08:52.839847,200.7.150.54,cfc4de6b-109e-3e15-b18d-341394fac9aa,GET,news/1/menu,JSESSIONID=89tc2000ghjkom1wgrlohjjmrzygq5p,application/json,application/json,200.7.150.54,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 17:08:52.840119,41.86.27.3,17576314-3e59-38a0-aab7-c7c3bea3fa54,GET,news/1/menu,JSESSIONID=7y9taozup5veqcvjx4pf8zveeju61p4,application/json,application/json,41.86.27.3,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 17:08:52.879620,192.88.133.194,f0dc2fce-bc90-3774-8009-8435dcf8ff68,GET,news/1/menu,JSESSIONID=5qy0tvv1wayg93ezjeo8ecua9gbaom8,application/json,application/json,192.88.133.194,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 17:08:52.913285,181.188.66.15,31e3be13-59b8-3f2d-b1c9-d147bede634a,GET,map/1/menu,JSESSIONID=7xkzhz1r8rkmmk6znuqv9ck04hiyb1b,application/json,application/json,181.188.66.15,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
