timestamp,ip_address,access_token,http_method,invoke_path,cookie,accept,content_type,x_forwarded_for,user_agent,response_code
2020-03-18 15:00:20.766341,109.202.119.30,0ea4963b-bc61-3614-84ff-497f538c818e,GET,news/1/menu,JSESSIONID=t619w9fop5hv98gjl6cwlfnl36hvl6t,application/json,application/json,109.202.119.30,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 15:00:20.790713,37.186.46.42,9e9343bd-9534-3599-ac0b-0d63ce9455d8,GET,news/1/menu,JSESSIONID=5qw0onytd8ji2yzmlhwnue0hyhdbhnc,application/json,application/json,37.186.46.42,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 15:00:20.794629,105.108.2.36,ccbdf570-d331-3a0e-a2cf-cbb6eeae7aba,GET,news/1/menu,JSESSIONID=autodi891vjsmo8rgvlflluyv6r0ofs,application/json,application/json,105.108.2.36,"Mozilla/4.0 (compatible; MSIE 6.1; Windows XP)",200
2020-03-18 15:00:20.796734,95.224.246.156,17a5fa6d-161e-3ba0-b50b-d0a0c3a8afce,GET,news/1/menu,JSESSIONID=03afvo8ygtmn3wlqmyhso84yv8q8s9b,application/json,application/json,95.224.246.156,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 15:00:20.821472,197.219.144.176,225cf48d-daf8-328e-b1ce-24ed3a3ac087,GET,places/1/menu,JSESSIONID=srgi4cqyyz1oh8q1339hvfi2y24ietm,application/json,application/json,197.219.144.176,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 15:00:20.830807,182.226.123.238,a0c518ce-ed31-3272-9323-edaad59e5cfc,GET,news/1/menu,JSESSIONID=wa2ykaewnnk8q6uo19klo62j46xh5ia,application/json,application/json,182.226.123.238,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 15:00:20.916094,94.128.112.81,c64368e3-05f1-393b-923a-75fad4603825,GET,news/1/menu,JSESSIONID=1iwt61map7pkgkwqgyjtkc16nadriwm,application/json,application/json,94.128.112.81,"Mozilla/4.0 (compatible; MSIE 6.1; Windows XP)",200
2020-03-18 15:00:20.947549,178.55.221.210,a86b108c-595d-3bab-a309-099f1e323840,GET,map/1/menu,JSESSIONID=8hc31v6rr006rphb6qgstmgouktr3v3,application/json,application/json,178.55.221.210,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 15:00:20.948963,192.52.195.104,f4a76901-f4f2-33fd-8a4e-afec06c3bef8,GET,places/1/menu,JSESSIONID=nq7dp2uf7mdk9420jizridyk4fqp05h,application/json,application/json,192.52.195.104,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 15:00:20.956045,90.15.159.172,0340fa69-4d19-30ee-ad65-d6cf48435f0f,GET,news/1/menu,JSESSIONID=42u77s4s3txno6gr2ut51wkp9vmjl4x,application/json,application/json,90.15.159.172,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 15:00:20.965096,206.80.29.40,5454f50d-1ddb-393b-a425-3fbd2b62b925,GET,news/1/menu,JSESSIONID=abtof49i3gukac418uah4jgofenreu8,application/json,application/json,206.80.29.40,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 15:00:20.965096,205.214.207.133,bbce3f32-30d7-3c0a-985f-f2a8365d0c8c,GET,map/1/menu,JSESSIONID=pfj33242ue641bfqp2z8g3tkvyrem6v,application/json,application/json,205.214.207.133,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 15:00:21.011796,95.207.112.112,a6d42c86-e122-374c-8fff-6a5f75f78bbb,GET,map/1/menu,JSESSIONID=eeqgeytkacf0qe3ywt9efojyy1qoz8u,application/json,application/json,95.207.112.112,"Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US)",200
2020-03-18 15:00:21.025710,154.120.203.59,f7ba810f-7aa5-386a-bb51-469716a6c3d4,GET,news/1/menu,JSESSIONID=w15cx57incpf1r8ba5kaktntdbjhs4u,application/json,application/json,154.120.203.59,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 15:00:21.031250,93.118.61.242,4cf997c3-0494-3c42-91c3-260d132a085f,GET,places/1/menu,JSESSIONID=5gavaaw2murtgblum37ctw29n0jbz4i,application/json,application/json,93.118.61.242,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 15:00:21.042093,182.186.231.130,69bb8cb4-908d-3c81-8e22-12c11e5b2711,GET,news/1/menu,JSESSIONID=k2lk66bbre986az16bdgcmn1416i68p,application/json,application/json,182.186.231.130,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 15:00:21.063940,91.191.52.3,a21e6bd2-e9e4-3f51-8a7b-feab281aa05c,GET,news/1/menu,JSESSIONID=og74dgs4s9wewarjn45mzdf78pkyyw7,application/json,application/json,91.191.52.3,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 15:00:21.081416,95.48.98.214,ccabe333-c4a9-34f6-ba82-169902366488,GET,news/1/menu,JSESSIONID=4y1t2qxfg8i7ilprlo5nreehbum2naq,application/json,application/json,95.48.98.214,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 15:00:21.092375,202.0.94.173,16f6691f-f66b-33c4-8569-7b32106f3b34,GET,places/1/menu,JSESSIONID=x4k1bpupsu3igx0xjtr36i691lwg123,application/json,application/json,202.0.94.173,"Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US)",200
2020-03-18 15:00:21.097295,197.159.190.164,bca52a43-bdc2-36e7-b59d-5d1d1c19fc04,GET,news/1/menu,JSESSIONID=khxxricdrc2ifvmnxksvuweqg5n0qcz,application/json,application/json,197.159.190.164,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 15:00:21.101370,154.72.15.137,6b5bb21c-c89a-3481-86dd-d2527780d27b,GET,map/1/menu,JSESSIONID=mx8xl3ed7q4eu60bbu89cdwjxaszhof,application/json,application/json,154.72.15.137,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 15:00:21.107957,192.175.51.240,d5130b22-5cc4-3b9a-a4ce-75756560dcda,GET,news/1/menu,JSESSIONID=cl5y3ixcsu9tugdbycgeb9ktdbd8cuk,application/json,application/json,192.175.51.240,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 15:00:21.112861,78.1.32.253,d750e76a-bdd7-34cf-a188-e422a83c65ca,GET,map/1/menu,JSESSIONID=oxazdp90xutj1adj4qpcvux4rhu2xw3,application/json,application/json,78.1.32.253,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 15:00:21.114807,105.142.98.180,c690432a-32cd-38a5-a3c3-a3f027453a3e,GET,news/1/menu,JSESSIONID=aads9vdfivpgo8gak7k2m6n0rtj3gam,application/json,application/json,105.142.98.180,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 15:00:21.153964,81.189.41.180,04e2e426-7525-36e1-91b4-6cdc6caf7dd6,GET,news/1/menu,JSESSIONID=2op5uifvj3tdqphhk81auj51fyzdz7v,application/json,application/json,81.189.41.180,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 15:00:21.163023,192.175.44.249,c970a28c-771f-3a7e-96ee-cc64ed939a26,GET,news/1/menu,JSESSIONID=ug86o4mr0xcrr4wg9nxpunzdhk3brgd,application/json,application/json,192.175.44.249,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 15:00:21.183631,196.170.36.80,251cb0c6-769b-3d4c-8592-ced89e893b7c,GET,places/1/menu,JSESSIONID=ehcc5ca08v432vbphuhbcxcy9375fw1,application/json,application/json,196.170.36.80,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 15:00:21.196881,192.131.134.52,33110523-7caf-3965-b815-2b7d5ebf63ee,GET,map/1/menu,JSESSIONID=l5chzlmz7w8jqhif2o5xo28e4aagc2x,application/json,application/json,192.131.134.52,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
